Public Food Key,Classification,Food Name,Price ($/100g), Price / item ,Weight / item (g),"Energy with dietary fibre, equated 
(kJ)","Energy, without dietary fibre, equated 
(kJ)","Moisture (water) 
(g)","Protein 
(g)","Fat, total 
(g)","Total dietary fibre 
(g)","Alcohol 
(g)",Total sugars (g),Added sugars (g),"Available carbohydrate, with sugar alcohols 
(g)","Aluminium (Al) 
(ug)","Antimony (Sb) 
(ug)","Arsenic (As) 
(ug)","Cadmium (Cd) 
(ug)","Calcium (Ca) 
(mg)","Chromium (Cr) 
(ug)","Chloride (Cl) 
(mg)","Cobalt (Co) 
(ug)","Copper (Cu) 
(mg)","Fluoride (F) 
(ug)","Iodine (I) 
(ug)","Iron (Fe) 
(mg)","Lead (Pb) 
(ug)","Magnesium (Mg) 
(mg)","Manganese (Mn) 
(mg)","Mercury (Hg) 
(ug)","Molybdenum (Mo) 
(ug)","Nickel (Ni) 
(ug)","Phosphorus (P) 
(mg)","Potassium (K) 
(mg)","Selenium (Se) 
(ug)","Sodium (Na) 
(mg)","Sulphur (S) 
(mg)","Tin (Sn) 
(ug)","Zinc (Zn) 
(mg)","Vitamin A retinol equivalents 
(ug)","Thiamin (B1) 
(mg)","Riboflavin (B2) 
(mg)","Niacin derived equivalents 
(mg)","Pantothenic acid (B5) 
(mg)","Pyridoxine (B6) 
(mg)","Biotin (B7) 
(ug)","Cobalamin (B12) 
(ug)","Dietary folate equivalents 
(ug)","Vitamin C 
(mg)","Vitamin D3 equivalents 
(ug)","Alpha tocopherol 
(mg)","Alpha tocotrienol 
(mg)","Beta tocopherol 
(mg)","Beta tocotrienol 
(mg)","Delta tocopherol 
(mg)","Delta tocotrienol 
(mg)","Gamma tocopherol 
(mg)","Gamma tocotrienol 
(mg)","Vitamin E 
(mg)","Total saturated fatty acids, equated (%T)","Total polyunsaturated fatty acids, equated (%T)","Total long chain omega 3 fatty acids, equated 
(%T)","Total undifferentiated fatty acids 
(%T)","Total trans fatty acids, imputed 
(%T)","Total saturated fatty acids, equated 
(g)","Total monounsaturated fatty acids, equated 
(g)","Total polyunsaturated fatty acids, equated 
(g)","Total long chain omega 3 fatty acids, equated 
(mg)","Total undifferentiated fatty acids, mass basis basis 
(mg)","Total trans fatty acids, imputed 
(mg)","Caffeine 
(mg)","Cholesterol 
(mg)"
F007046,18103,"Pork, medallion or loin steak, separable fat, raw", $3.20 , $32.00 ,1000,2642,2642,26.4,6.3,68.5,0,0,0,0,0,,,,,5,,50,,0.023,25,0.8,0.48,,8,0.004,,,,91,150,5.9,22,50,,0.48,30,0.21,0,4.95,0.5,0.15,8.8,0.9,11,0,5.5,0.4,,,,,,,,0.36,36.9,10.4,0,,0.5,24.09,30.22,6.79,0,,326.4,0,38
F007045,18103,"Pork, medallion or loin steak, separable fat, fried, no added fat", $3.20 , $32.00 ,1000,2307,2307,30.8,14.9,55.5,0,0,0,0,0,,,1.2,0.1,16,0.3,70,,0.08,0,0.8,0.7,0.2,18,0.01,0,1.2,1,130,340,21.4,47,70,,0.91,24,0.39,0,10.26,1,0.15,9.7,1,11,0,6,0.4,,,,,,,,0.35,36.9,10.4,0,,0.5,19.52,24.49,5.5,0,,264.46,0,46
F007049,18103,"Pork, medallion or loin steak, lean, raw", $3.20 , $32.00 ,1000,469,469,74.4,24.1,1.6,0,0,0,0,0,,,,,6,,60,,0.039,0,0.8,0.54,,26,0.005,,,,220,420,27.5,46,220,,1.55,0,0.84,0,14.18,1,0.57,1.8,0.2,57,0,0.4,0.2,,,,,,,,0.17,37.3,18.5,0.9,,0.4,0.54,0.64,0.27,13.104,,5.82,0,48
F007048,18103,"Pork, medallion or loin steak, lean, fried, no added fat", $3.20 , $32.00 ,1000,631,631,65.4,29.5,3.5,0,0,0,0,0,,,1.2,0.1,6,0.3,110,,0.051,0,0.8,0.63,0.2,29,0.007,0,1.2,1,250,455,33.8,52,330,,1.85,0,0.82,0,12.16,1.2,0.46,3.7,0.3,8,0,0.4,0,,,,,,,,0,37.3,18.5,0.9,,0.4,1.19,1.4,0.59,28.665,,12.74,0,63
F003250,31501,"Cream of tartar, dry powder", $3.20 , $3.20 ,100,2,0,1.7,0,0,0.2,0,0,0,0,,,,,8,,,,,,0,3.72,,2,,,,,5,16500,0.2,52,,,0.42,0,0,0,0,,0,,0,0,0,0,0,,,,,,,,0,0,0,0,,0,0,0,0,0,,0,0,0
F004244,16802,"Goji berry, dried", $3.25 , $3.25 ,100,1244,1154,15.2,11.9,3.7,11.2,0,47.7,0,49.1,1200,,2.1,,53,,,,0.67,,2.6,3.7,3.5,84,0.68,,14,,200,1400,1.9,450,,,0.81,63,0,0.07,5.34,0.63,0,,0,66,6,0,2.4,,0,,0,,0.5,,2.45,21.5,58.7,0,,0.2,0.64,0.56,1.74,0,,5.92,0,0
F002479,19401,"Cheese, parmesan, fresh, regular fat", $3.25 , $32.50 ,1000,1565,1565,33.6,32,27,0,0,0,0,0,0,,0,,948,,,,0.2,,38,0.17,0,41,0.027,,9.2,,648,78,14,1000,,,3.7,228,0.02,0.46,5.2,0.2,0,,1.8,61,0,0.1,1.1,,0,,0,,0,,1.1,73.4,2.3,0,,1.6,18.73,5.54,0.59,0,,408.24,0,90
F008670,21202,"Soup, vegetable, instant dry mix", $3.43 , $3.43 ,100,1201,1175,4.7,6.7,2.1,3.3,0,10.3,1.4,58.3,,,,,108,,11400,,0.15,0,10,1.1,,36,0.35,,,,217,22,7.4,7130,,,0.57,136,0.17,0.1,1.18,0.49,0.62,,0.2,110,0,0,0.3,,0,,0.1,,0.3,,0.33,45.7,11.93,0.2,,5.4,0.91,0.74,0.24,3.99,,107.73,0,3
F008661,21202,"Soup, vegetable & noodle, instant dry mix", $3.43 , $3.43 ,100,1514,1483,5.4,8.7,6.3,3.9,0,16,11.9,65.5,,,,,42,,5000,,0.22,0,5,1.9,,41,0.6,,,,151,15,8.6,2030,,,0.75,38,0.2,0,1.54,0.29,0.18,,0.2,60,0,0,2.4,,0.1,,0,,0.1,,2.46,43,21.2,0,,1.9,2.59,2.12,1.28,0,,114.43,0,3
F008571,21202,"Soup, cream variety, instant dry mix", $3.43 , $3.43 ,100,1628,1576,5,5.3,13.2,6.5,0,8.1,0.6,59.1,,,,,42,,6700,,0.073,0,10,0.83,,14,0.17,,,,214,339,3.6,4230,,,0.38,59,0.08,0.17,1.17,0.47,0.31,6.9,0.1,110,0,0,2,,0,,0.4,,1.5,,2.15,46.7,13.9,0,,1,5.89,4.87,1.75,0,,126.19,0,3
F008509,21201,"Soup, broth style, with meat, instant dry mix", $3.43 , $3.43 ,100,1350,1316,5.2,4.8,3.3,4.3,0,5.7,2.9,65.7,,,,,74,,11100,,0.045,0,5,0.74,,12,0.17,,,,161,16,3.9,5020,,,0.3,8,0.05,0.05,0.85,0.18,0.99,,0.1,57,0,0,0.8,,0,,0.2,,0.6,,0.86,51.5,8.7,0,,1.9,1.61,1.25,0.27,0,,59.56,0,4
F008508,21201,"Soup, broth style, with meat & noodles, instant dry mix", $3.43 , $3.43 ,100,1520,1502,4.9,10.8,6.3,2.2,0,6,1.3,64.1,,,,,43,,7760,,0.19,90,15,1.5,,32,0.705,,,,150,98,11,4536,90,,0.7,60,0.06,0.055,2.51,0.36,0.14,3.6,0.1,73,0,0,0.7,,0,,0.2,,0.3,,0.7,18.7,16.4,0,,0.3,1.12,3.86,0.98,0,,17.96,0,10
F002448,19401,"Cheese, edam", $3.61 , $36.11 ,1000,1500,1500,39.9,27.4,27.2,0,0,0,0,0,,,,,810,,,,0.05,,11,0.27,,36,0.045,,,,575,85,16.9,900,,,4.2,219,0.03,0.4,6.48,,0.04,,1.9,28,0,0.1,0.4,,,,,,,,0.43,66.9,3,0.198,,3.1,17.22,7.8,0.77,50.959,,797.85,0,78
F004193,24802,"Garlic, peeled, fresh, raw", $3.63 , $1.45 ,40,522,387,59.9,6.1,2.8,16.9,0,1.5,0,10.2,,,6.3,2.8,30,,,,,,0.5,1.7,0,25,,0,,,32,510,14.2,8,,,1,2,0.09,0.06,1.88,,1.24,,0,3,11,0,0.1,,,,,,,,0.08,35,55,0,,0,0.78,0.22,1.23,0,,0,0,0
F004192,24802,"Garlic, peeled, fresh, fried, no added fat", $3.63 , $1.45 ,40,842,624,35.3,9.8,4.5,27.2,0,2.4,0,16.4,,,10.1,4.5,48,,,,,,0.8,2.74,0,40,,0,,,52,822,22.9,13,,,1.61,2,0.131,0.092,3.03,,1.89,,0,4,15,0,0.1,,,,,,,,0.12,,,,,,1.26,0.36,1.99,0,,0,0,0
F006087,22204,"Nut, brazil, raw or blanched, unsalted", $3.67 , $36.67 ,1000,2886,2818,2.4,14.4,68.5,8.5,0,2.1,0,2.4,,,,,150,,0,,2,0,0,2.2,,350,0.84,,,,660,560,1917,2,150,,4.1,2,0.6,0.43,3.83,0.13,0.27,9.7,0,22,0,0,4.6,0,0,0,0,,7.6,,5.3,22.6,44.33,0,,0,14.8,21.81,29.03,0,,23.57,0,0
F009836,24102,"Vegetable crisps or chips, sweet potato & taro, flavoured", $3.80 , $3.80 ,100,2051,2000,2.4,3,31.1,6.3,0,12.4,1,47.7,1300,,0,,82,,,,0.29,,12,1.7,0,51,0.69,,9.9,,110,770,1.5,440,,,0.47,533,0.04,0.03,0.53,0.83,0,,0,159,0,0,8.2,,0,,0,,0,,8.2,34.1,12.7,0,,0.5,10.14,15.07,3.78,0,,148.66,0,0
F003802,26301,"Extruded snack, cheese flavoured", $3.81 , $38.13 ,1000,2038,2009,1.5,8.8,25.8,3.2,0,2.5,0,53.5,,,,,190,,960,,0.075,0,12.2,0.3,,29,,,,,170,230,0,1000,,,1.37,132,0.027,0.02,1.91,0.85,0.13,7.1,0,40,0,0,4.8,,,,,,,,4.8,45.9,10.6,0,,0.6,11.3,10.46,2.61,0,,147.7,0,9
F003634,18302,"Duck, lean flesh, skin & fat, raw", $3.82 , $38.16 ,1000,1585,1585,47.8,13,36.9,0,0,0,0,0,,,,,5,,78,,0.127,792.31,0.2,1.01,,10,0,,,,94,153,15.1,58,104,,1.09,60,0.156,0.112,5.3,0.79,0.05,2,0.5,0,0,5.57,0.3,,,,,,,,0.26,,,,,,11.31,19.12,4.47,2.159,,209.19,0,88
F003633,18302,"Duck, lean flesh, skin & fat, baked, no added fat", $3.82 , $38.16 ,1000,2114,2114,30.5,17.3,49.2,0,0,0,0,0,,,,,6,,103,,0.17,1056.41,0.2,1.21,,10,0,,,,101,163,20.1,62,139,,1.46,60,0.146,0.135,7.06,1.05,0.05,2.7,0.5,0,0,6.68,0.3,,,,,,,,0.28,,,,,,15.08,25.49,5.96,2.879,,278.92,0,118
F003632,18302,"Duck, lean flesh, raw", $3.82 , $38.16 ,1000,506,506,75.1,17.8,5.5,0,0,0,0,0,,,,,7,,60,,0.25,500,0,1.8,,19,0,,,,170,270,25,91,180,,2,18,0.32,0.2,8.33,1.4,0.1,2.9,0.7,0,0,3.7,0.4,,,,,,,,0.45,32.9,14.6,0.1,,0.6,1.71,2.72,0.76,5.198,,31.19,0,110
F003631,18302,"Duck, lean flesh, baked, no added fat", $3.82 , $38.16 ,1000,765,765,64.5,24.3,9.5,0,0,0,0,0,,,,,26,,100,,0.28,713,2.1,2.6,,20,0,,,,200,250,36,95,250,,2.9,21,0.27,0.34,9.82,1.2,0.05,7.7,1.1,23,0,6,0.4,,,,,,,,0.35,32.9,14.6,0.1,,0.6,2.95,4.7,1.31,8.978,,53.86,0,140
F009805,18302,"Duck, breast, lean, raw", $3.82 , $38.16 ,1000,383,383,77.5,21.2,0.6,0,0,0,0,0,0,,0,,4,,,,0.34,,0,3.2,0,26,0.017,,2.5,,230,380,27,60,,,1.1,0,0.37,0.28,9.69,1.8,0.21,,2,0,0,6,0.9,,0,,0,,0,,0.9,33.7,29.6,2.4,,0.5,0.19,0.18,0.17,13.608,,2.84,0,130
F009819,18302,"Duck, breast, lean, fried, no added fat", $3.82 , $38.16 ,1000,504,504,70.4,28,0.8,0,0,0,0,0,0,,0,,5,,,,0.447,,0,3.79,0,26,0.022,,3.3,,242,400,35.5,63,,,1.45,0,0.341,0.332,12.75,2.37,0.22,,1.9,0,0,7.1,0.9,,0,,0,,0,,0.95,,,,,,0.25,0.24,0.22,17.905,,3.73,0,171
F009335,31302,"Turmeric, dried, ground", $3.90 , $0.39 ,10,1219,1037,12.8,9.7,3.2,22.7,0,3.2,0,44.4,,,,,168,,,,,,2.3,55,,208,,,,,299,2080,6.2,27,,,4.5,0,0.058,0.15,4.24,,1.8,,0,20,1,0,4.4,,,,,,,,4.43,60.4,24.84,0,,0,1.88,0.46,0.77,0,,0,0,0
F006618,31302,"Pepper, black, ground", $3.90 , $0.39 ,10,1156,953,12.5,10.4,3.3,25.3,0,0.6,0,38.6,,,,,443,,,,,,6,9.71,,171,,,,,158,1329,4.9,20,,,1.19,52,0.108,0.18,1.99,,0.29,,0,17,0,0,1,,,,,,,,1.04,44.49,31.9,0,,0,1.39,0.74,0.99,0,,0,0,0
F007493,30105,"Protein powder, whey based, protein >70%, unfortified", $3.93 , $3.93 ,100,1568,1553,4.4,85,2.2,1.8,0,1.3,0,1.6,0,,0,,420,,,,0.054,,240,0.49,0,78,0.006,,43,,240,480,67,200,,,0.25,9,0.1,0.17,10.33,0.06,0.11,,4.7,123,0,0.6,0,,0,,0,,0,,0,58.7,16.2,0,,1.5,1.23,0.48,0.34,0,,31.55,0,61
F003337,31302,Curry powder, $4.00 , $0.40 ,10,1231,805,8.8,14.3,14,53.2,0,2.8,0,2.8,,,,,525,,,,,,0,19.1,,255,,,,,367,1170,40.3,52,,,4.7,2,0.176,0.2,5.11,,0.1,,0,56,1,0,25.2,,,,,,,,25.24,12.22,22.56,0,,0,1.64,8.72,3.02,0,,0,0,0
F000825,18101,"Beef, sirloin steak, untrimmed, raw", $4.00 , $40.00 ,1000,930,930,62.1,21.4,15.3,0,0,0,0,0,,,,,6,,,,0.116,,1.4,2,,23,0,,,,198,330,7.7,50,,,3.16,11,0.039,0.182,8.82,0.37,0.21,,1.3,18,1,3.17,0.8,,0,,0,,0,,0.86,,,,,,6.33,6.98,0.47,31.46,151,737.9,0,58
F000824,18101,"Beef, sirloin steak, untrimmed, grilled, no added fat", $4.00 , $40.00 ,1000,1007,1007,55.1,27.3,14.7,0,0,0,0,0,,,,,9,,,,0.079,,1.9,1.94,,23,0,,,,234,310,9.5,45,,,6.44,6,0.024,0.017,4.84,0.32,0.22,,1.5,22,0,0.68,0.8,,0,,0,,0,,0.83,,,,,,5.51,7.08,0.58,76.044,140,693.1,0,69
F000818,18101,"Beef, sirloin steak, semi-trimmed, raw", $4.00 , $40.00 ,1000,599,599,70,23.4,5.4,0,0,0,0,0,,,,,6,,,,0.141,,1.2,2.15,,26,0,,,,221,367,9.4,55,,,3.63,4,0.047,0.21,9.92,0.39,0.19,,0.9,20,1,3.63,0.9,,0,,0,,0,,0.89,,,,,,2.21,2.41,0.27,33.74,65,250.86,0,58
F000817,18101,"Beef, sirloin steak, semi-trimmed, grilled, no added fat", $4.00 , $40.00 ,1000,746,746,60.6,29.7,6.5,0,0,0,0,0,,,,,10,,,,0.095,,1.7,2.14,,25,0,,,,261,340,11.4,48,,,7.46,3,0.028,0.004,5.11,0.33,0.18,,1.4,24,0,0.69,0.7,,0,,0,,0,,0.73,,,,,,2.31,3.06,0.46,83.919,91,251.31,0,70
F000810,18101,"Beef, sirloin steak, lean, raw", $4.00 , $40.00 ,1000,480,480,72.8,24.1,1.9,0,0,0,0,0,,,,,6,,,,0.15,,1.2,2.2,,27,0,,,,230,380,10,57,,,3.8,2,0.05,0.22,10.32,0.4,0.18,,0.8,21,1,3.8,0.9,,0,,0,,0,,0.9,41.02,11.19,1.986,1.93,4.3,0.71,0.76,0.19,34.564,34,74.66,0,58
F000809,18101,"Beef, sirloin steak, lean, grilled, no added fat", $4.00 , $40.00 ,1000,659,659,62.4,30.5,3.8,0,0,0,0,0,,,,,10,,,,0.1,,1.7,2.2,,26,0,,,,270,350,12,49,,,7.8,2,0.03,0,5.2,0.34,0.17,,1.4,25,0,0.7,0.7,,0,,0,,0,,0.7,35.72,11.86,2.486,2.14,3,1.24,1.72,0.41,86.533,74,104.7,0,70
F009823,20601,"Meat alternative, protein (soy/wheat/pea) base, cooked", $4.19 , $41.85 ,1000,1165,1121,46.2,23.9,16.5,5.4,0,1,0,4,604.9,,0,,91,,,,0.284,,11.4,4.94,1.4,56,0.741,,60.5,,234,395,13.6,642,,,1.73,4,0.07,0.047,3.36,0.16,0.08,,0,61,0,0,1.7,,0,,0,,2.4,,1.92,,,,,,6.86,4.88,3.8,0,,206.46,0,0
F009147,20601,"Meat alternative, protein (soy/wheat/pea) base, as purchased", $4.19 , $41.85 ,1000,944,908,56.4,19.4,13.4,4.4,0,0.8,0,3.2,490,,0,,74,,,,0.23,,9.7,4,1.1,45,0.6,,49,,190,320,11,520,,,1.4,3,0.06,0.04,2.72,0.13,0.07,,0,52,0,0,1.7,,0,,0,,2.4,,1.94,43.2,23.9,0,,1.3,5.56,3.95,3.07,0,,167.23,0,0
F008166,15202,"Scallop, raw", $4.20 , $42.00 ,1000,351,351,79.6,15.6,0.8,0,0,0.8,0,3.4,,,,,26,,250,,0.042,0,150,0.76,,42,0.39,,,,280,360,29,150,,,1.2,12,0,0.16,4.04,0.24,0.1,,2.8,12,0,2.1,0.7,,0,,0,,0,,0.71,30.4,57.6,49.6,,2,0.14,0.06,0.28,238.08,,9.55,0,42
F008165,15202,"Scallop, fried, no added fat", $4.20 , $42.00 ,1000,439,439,74.5,19.5,1,0,0,1.1,0,4.2,,,,,32,,312,,0.052,0,178.1,0.95,,52,0.488,,,,350,450,36.2,188,,,1.5,13,0,0.19,5.05,0.3,0.11,,3,13,0,2.36,0.9,,0,,0,,0,,0.89,,,,,,0.18,0.07,0.34,297.6,,11.94,0,52
F004196,31502,"Gelatine, all types", $4.20 , $4.20 ,100,1449,1449,11,84.4,0.4,0,0,0,0,0,,,,,250,,470,,0.07,6500,0,2.1,,15,0.13,,,,32,7,6,330,1500,,0.4,0,0,0,0.26,0,0,0.4,0,30,0,0,0,,,,,,,,0,50,7.14,0,,0,0.19,0.16,0.03,0,,0,0,0
F004923,18102,"Lamb, cutlet or frenched cutlet, with bone, untrimmed, raw", $4.30 , $43.00 ,1000,976,976,62.8,18.6,17.8,0,0,0,0,0,,,,,8,,,,0.093,,0.9,1.72,,24,0.012,,,,190,291,7.7,54,,,2.36,14,0.093,0.217,8.49,0.54,0.12,,1.1,14,0,2.48,0.6,,0,,0,,0,,0.64,,,,,,7.56,6.73,1.03,103.606,169,1407.8,0,66
F004922,18102,"Lamb, cutlet or frenched cutlet, with bone, untrimmed, grilled, no added fat", $4.30 , $43.00 ,1000,1163,1163,53.4,27.2,18.9,0,0,0,0,0,,,,,9,,,,0.131,,0.6,2.16,,25,0.012,,,,204,272,17.7,57,,,3.54,16,0.154,0.277,11.59,0.28,0.08,,1.5,14,0,1.52,0.3,,0,,0,,0,,0.34,,,,,,8.13,7.15,1.25,167.998,276,1250.05,0,91
F004921,18102,"Lamb, cutlet or frenched cutlet, with bone, semi-trimmed, raw", $4.30 , $43.00 ,1000,890,890,64.8,19.1,15.3,0,0,0,0,0,,,,,9,,,,0.099,,1,1.8,,26,0.012,,,,199,304,8.2,56,,,2.48,13,0.099,0.226,8.8,0.54,0.12,,1,14,0,2.59,0.6,,0,,0,,0,,0.61,,,,,,6.38,5.82,0.93,101.208,152,1154.26,0,66
F004920,18102,"Lamb, cutlet or frenched cutlet, with bone, semi-trimmed, grilled, no added fat", $4.30 , $43.00 ,1000,1106,1106,54.6,27.8,17.1,0,0,0,0,0,,,,,9,,,,0.138,,0.7,2.23,,26,0.013,,,,210,280,18.6,59,,,3.67,14,0.162,0.291,11.7,0.28,0.08,,1.4,14,0,1.52,0.3,,0,,0,,0,,0.32,,,,,,7.28,6.5,1.2,169.127,253,1111.25,0,92
F004919,18102,"Lamb, cutlet or frenched cutlet, with bone, lean, raw", $4.30 , $43.00 ,1000,585,585,72.1,20.9,6.2,0,0,0,0,0,,,,,9,,60,,0.12,40,1.2,2.1,,30,0.015,,,,230,350,10,64,170,,2.9,9,0.12,0.26,9.92,0.57,0.13,1.7,0.6,17,0,3,0.5,,0,,0,,0,,0.51,39.36,9.84,1.633,1.6,4.6,2.24,2.61,0.56,92.741,91,259.26,0,67
F004918,18102,"Lamb, cutlet or frenched cutlet, with bone, lean, grilled, no added fat", $4.30 , $43.00 ,1000,837,837,60.4,30.5,8.6,0,0,0,0,0,,,,,10,,82,,0.17,50,0.8,2.6,,30,0.016,,,,240,320,23,66,250,,4.3,8,0.2,0.36,12.25,0.29,0.08,2.3,1,17,0,1.5,0.2,,0,,0,,0,,0.2,40.18,11.95,2.216,1.78,5.6,3.16,3.33,0.94,174.568,140,442.48,0,96
F000834,18101,"Beef, steak, boneless rump or sirloin, untrimmed, raw", $4.30 , $43.00 ,1000,872,872,63.9,20.2,14.3,0,0,0,0,0,,,,,5,,,,0.107,,1.4,1.98,,23,0,,,,201,331,7.2,48,,,3.34,10,0.032,0.14,7.12,0.35,0.21,,1.4,19,1,3.23,0.8,,0,,0,,0,,0.86,,,,,,5.89,6.5,0.51,47.422,153,680.48,0,60
F000833,18101,"Beef, steak, boneless rump or sirloin, untrimmed, grilled, no added fat", $4.30 , $43.00 ,1000,959,959,56.3,28.6,12.8,0,0,0,0,0,,,,,8,,,,0.101,,1.8,2.47,,24,0,,,,250,318,9.1,43,,,6.89,5,0.025,0.048,5.88,0.32,0.18,,2,23,0,0.68,0.6,,0,,0,,0,,0.58,,,,,,4.76,6.09,0.6,86.637,139,589.24,0,71
F000832,18101,"Beef, steak, boneless rump or sirloin, semi-trimmed, raw", $4.30 , $43.00 ,1000,572,572,71.1,21.7,5.5,0,0,0,0,0,,,,,5,,,,0.128,,1.2,2.1,,26,0,,,,222,363,8.5,52,,,3.79,4,0.038,0.158,7.81,0.36,0.19,,1.2,20,1,3.65,0.9,,0,,0,,0,,0.89,,,,,,2.18,2.4,0.34,52.017,77,242.49,0,60
F000831,18101,"Beef, steak, boneless rump or sirloin, semi-trimmed, grilled, no added fat", $4.30 , $43.00 ,1000,775,775,60.2,30.4,7,0,0,0,0,0,,,,,8,,,,0.113,,1.7,2.65,,26,0,,,,270,339,10.4,45,,,7.63,3,0.028,0.042,6.14,0.33,0.15,,2,24,0,0.69,0.5,,0,,0,,0,,0.5,,,,,,2.49,3.24,0.51,92.873,104,276.58,0,72
F000830,18101,"Beef, steak, boneless rump or sirloin, lean, raw", $4.30 , $43.00 ,1000,465,465,73.7,22.2,2.4,0,0,0,0,0,,,,,5,,,,0.135,,1.2,2.15,,26,0,,,,230,375,9,54,,,3.95,2,0.04,0.165,8.06,0.36,0.18,,1,21,1,3.8,0.9,,0,,0,,0,,0.9,,,,,,0.86,0.93,0.28,53.651,50,85.66,0,60
F000829,18101,"Beef, steak, boneless rump or sirloin, lean, grilled, no added fat", $4.30 , $43.00 ,1000,684,684,62.1,31.2,4.1,0,0,0,0,0,,,,,8,,,,0.12,,1.7,2.75,,26,0,,,,280,350,11,46,,,8,2,0.03,0.04,6.3,0.34,0.14,,2,25,0,0.7,0.4,,0,,0,,0,,0.45,,,,,,1.37,1.83,0.47,96.204,88,122.46,0,72
F007864,15102,"Salmon, smoked, sliced", $4.33 , $43.33 ,1000,787,787,62.4,24.3,10.1,0,0,0,0,0,0,,16,0,8,0,,,0.04,,7.4,0.31,0,34,0.008,,0,,300,420,16,1015,,,0.38,0,0.42,0.09,15.42,1.3,0.46,,1.5,0,0,4.2,0.6,,0,,0,,0,,0.6,19.2,28.7,9.4,,0.1,1.74,4.66,2.61,854.46,,9.09,0,55
F006112,22204,"Nut, pine, raw, unsalted", $4.67 , $46.67 ,1000,2925,2884,1.8,13,70,5.1,0,3.4,0,4.5,,,,,11,,0,,1.2,0,0,4.1,,230,6.9,,,,560,600,1,3,110,,5.3,2,0.57,0.19,7.3,0.48,0.02,1.7,0,34,0,0,12,,,,,,9.4,,12.94,6.3,59.68,0,,0,4.22,22.95,39.94,0,,20.74,0,0
F004812,15101,"Kingfish, yellowtail, aquacultured, fillet, with skin, steamed, no added fat", $4.80 , $48.00 ,1000,1021,1021,56,27.2,15.1,0,0,0,0,0,,0,,0,139,11.8,,,0.066,,8,0.56,1.2,31,0.022,5.7,0,12,297,393,37.3,36,319,0,0.86,22,0,0.128,8.94,,0.4,,1.9,0,0,2,3.8,,,,0,,0.6,,3.9,,,,,,3.64,5.16,4.64,2527.991,,122.18,0,83
F004811,15101,"Kingfish, yellowtail, aquacultured, fillet, with skin, raw", $4.80 , $48.00 ,1000,858,858,63.1,22.9,12.7,0,0,0,0,0,,0,,0,117,9.9,,,0.056,,8.5,0.47,1,29,0.019,4.8,0,10,277,388,31.3,36,268,0,0.73,22,0,0.12,7.51,,0.42,,1.9,0,0,2.1,3.2,,,,0,,0.5,,3.27,26.81,34.2,18.622,,0.9,3.06,4.33,3.9,2123.512,,102.63,0,70
F004810,15101,"Kingfish, yellowtail, aquacultured, fillet, with skin, grilled, no added fat", $4.80 , $48.00 ,1000,1175,1175,49.4,31.3,17.4,0,0,0,0,0,,0,,0,160,13.6,,,0.076,,11,0.64,1.3,40,0.026,6.6,0,13,379,532,42.9,49,367,0,0.99,25,0,0.164,10.29,,0.52,,2.2,0,0,2.3,4.4,,,,0,,0.7,,4.48,,,,,,4.19,5.93,5.34,2908.921,,140.58,0,95
F000765,18101,"Beef, rump steak, untrimmed, raw", $4.83 , $48.33 ,1000,815,815,65.7,18.9,13.3,0,0,0,0,0,,,,,4,,,,0.098,,1.4,1.96,,23,0,,,,204,332,6.6,46,,,3.53,9,0.025,0.099,5.42,0.32,0.21,,1.6,19,1,3.3,0.9,,0,,0,,0,,0.86,,,,,,5.44,6.01,0.56,63.384,154,623.06,0,62
F000764,18101,"Beef, rump steak, untrimmed, grilled, no added fat", $4.83 , $48.33 ,1000,910,910,57.5,29.9,10.8,0,0,0,0,0,,,,,6,,,,0.122,,1.8,3.01,,25,0,,,,266,326,8.8,41,,,7.34,4,0.026,0.08,6.92,0.33,0.15,,2.4,23,0,0.69,0.3,,0,,0,,0,,0.34,,,,,,4,5.1,0.62,97.231,137,485.39,0,74
F000752,18101,"Beef, rump steak, semi-trimmed, raw", $4.83 , $48.33 ,1000,546,546,72.3,20,5.6,0,0,0,0,0,,,,,4,,,,0.114,,1.2,2.06,,25,0,,,,223,360,7.6,49,,,3.95,4,0.028,0.107,5.71,0.33,0.2,,1.4,20,1,3.67,0.9,,0,,0,,0,,0.89,,,,,,2.16,2.38,0.42,70.295,89,234.12,0,62
F000751,18101,"Beef, rump steak, semi-trimmed, grilled, no added fat", $4.83 , $48.33 ,1000,804,804,59.8,31,7.5,0,0,0,0,0,,,,,6,,,,0.132,,1.8,3.16,,26,0,,,,279,339,9.4,42,,,7.8,3,0.028,0.08,7.18,0.33,0.13,,2.5,24,0,0.69,0.3,,0,,0,,0,,0.26,,,,,,2.67,3.42,0.57,101.827,118,301.86,0,74
F000739,18101,"Beef, rump steak, lean, raw", $4.83 , $48.33 ,1000,450,450,74.6,20.4,2.8,0,0,0,0,0,,,,,4,,,,0.12,,1.2,2.1,,26,0,,,,230,370,8,50,,,4.1,2,0.03,0.11,5.81,0.33,0.19,,1.3,21,1,3.8,0.9,,0,,0,,0,,0.9,38.93,14.54,2.836,2.59,3.8,1,1.1,0.37,72.738,66,96.67,0,62
